ID,Nombre,Tipo,Categoría,Subcategoría,Objetivo,Nivel,Tipo escalador,Equipo,Descripción,Series,Reps,Tiempo,TUT,Descanso,Intensidad,Frecuencia,Progresión,Regresión,Errores comunes,Precauciones,Señales detener,Riesgo,Tags,Fuente primaria,Fuente secundaria,URL fuente,Estado,Publicable app,Validación profesional,Notas
DP-F009,Faltante: criterios de readiness para full crimp,Faltante / QA,Dedos y poleas,Full crimp,Definir readiness para posición de alto riesgo,Avanzado,Usuarios candidatos a full crimp,Edge / Hangboard,La fuente indica que faltan criterios de readiness para full crimp.,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Desbloquear full crimp sin criterios,Requiere validación profesional,"Dolor, molestia en polea, sensación de tirón",Alto,"faltante, full crimp, readiness, alto riesgo",DEDOS Y POLEAS,DEDOS Y POLEAS,https://docs.google.com/document/d/1nsrXBp8OrbIH7H3GMM4PR1Gh2lUcd-txYlqGT88GXSI/edit?usp=drivesdk,Faltante,No publicar todavía,Requiere validación profesional,Prioridad alta
TA-C001,Agarre de dedos en arco / crimp,Concepto / tipo de agarre,Tipos de agarre,Arqueo / crimp,Agarrar presas pequeñas cuando el apoyo lo requiere,No especificado en la fuente,General,Muro / hangboard / fingerboard,Agarre arqueado que aumenta la tensión en articulaciones y tendones; la fuente recomienda limitarlo.,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Alta,No especificado en la fuente,No especificado en la fuente,Open hand o presas más grandes,Abusar del crimp en entrenamiento,Requiere validación profesional si hay dolor o se usa con carga alta,"Dolor tendinoso, articular o en poleas",Alto,"crimp, arco, dedos, poleas",Hörst,TIPOS DE AGARRE,https://docs.google.com/document/d/1bA6mtE2kxHjdyQCZvMYqFWSYfSsJZenpdwv0\_CsNfII/edit?usp=drivesdk,Pendiente deduplicación,Sólo educativo / requiere validación profesional,Requiere validación profesional,Conservar para consolidar tipos de agarre
TA-C002,Dedos colgantes / mano abierta / open hand,Concepto / tipo de agarre,Tipos de agarre,Mano abierta,"Reducir tensión y mejorar agarre en presas redondeadas, curvas y bolsillos",No especificado en la fuente,General,Muro / hangboard / fingerboard,Agarre de dedos colgantes o mano abierta; la fuente lo presenta como más seguro y útil en presas redondeadas o bolsillos.,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Media,No especificado en la fuente,Aumentar gradualmente el tiempo usando este agarre,Usarlo en presas cómodas y grandes,No especificado en la fuente,No forzar si hay dolor en dedos,"Dolor tendinoso, articular o pérdida de control",Medio,"open hand, mano abierta, prevención, dedos",Hörst,TIPOS DE AGARRE,https://docs.google.com/document/d/1bA6mtE2kxHjdyQCZvMYqFWSYfSsJZenpdwv0\_CsNfII/edit?usp=drivesdk,Pendiente limpieza,Sí con advertencia,Requiere validación profesional si hay dolor,No especificado en la fuente
TA-C003,Half crimp,Concepto / tipo de agarre,Tipos de agarre,Medio arqueo,Control en cantos con movilidad,No especificado en la fuente,General,Muro / fingerboard,Beastmaking lo define con PIP aproximadamente a 90° en índice/medio y meñique recto.,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Media / Alta,No especificado en la fuente,No especificado en la fuente,Open hand o agarres mayores,Usarlo fatigado o en regletas pequeñas sin control,Requiere control de carga y validación profesional,Dolor articular o de polea,Alto,"half crimp, medio arqueo, dedos",Torr et al.,TIPOS DE AGARRE,https://docs.google.com/document/d/1bA6mtE2kxHjdyQCZvMYqFWSYfSsJZenpdwv0\_CsNfII/edit?usp=drivesdk,Pendiente deduplicación,Sólo educativo / requiere validación profesional,Requiere validación profesional,No especificado en la fuente
TA-C005,Pinch grip / pinza,Concepto / tipo de agarre,Tipos de agarre,Pinza,Fortalecer agarre con oposición del pulgar,No especificado en la fuente,General,Muro / fingerboard / presa tipo pinza,Agarre de pinza con pulgar opuesto a los dedos; usado en test de suspensión de Medernach et al.,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Alta,No especificado en la fuente,No especificado en la fuente,Presas más grandes o menos carga,No especificado en la fuente,"Carga alta en pulgar, dedos y piel; requiere validación profesional",Dolor localizado o sobrecarga,Alto,"pinch, pinza, pulgar, dedos",Medernach et al.,TIPOS DE AGARRE,https://docs.google.com/document/d/1bA6mtE2kxHjdyQCZvMYqFWSYfSsJZenpdwv0\_CsNfII/edit?usp=drivesdk,Pendiente limpieza,Sólo educativo / requiere validación profesional,Requiere validación profesional,No especificado en la fuente
TA-C006,Sloper grip / romo,Concepto / tipo de agarre,Tipos de agarre,Romo,Agarre por fricción y control de contacto,No especificado en la fuente,General,Muro / presa roma,Agarre en romo; Medernach et al. describen sloper grip con flexión ligera de PIP y DIP de 50–70°.,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Media / Alta,No especificado en la fuente,No especificado en la fuente,Presas más positivas,No especificado en la fuente,"Controlar piel, muñeca y hombro","Dolor en piel, dedos, muñeca u hombro",Medio-Alto,"sloper, romo, fricción",Medernach et al.,TIPOS DE AGARRE,https://docs.google.com/document/d/1bA6mtE2kxHjdyQCZvMYqFWSYfSsJZenpdwv0\_CsNfII/edit?usp=drivesdk,Pendiente limpieza,Sí con advertencia,Requiere validación profesional si hay dolor,No especificado en la fuente
TA-C007,Open-crimp,Concepto / tipo de agarre,Tipos de agarre,Crimp sin pulgar,Evaluar fuerza específica sin contacto del pulgar,Avanzado / Elite en el estudio,Competición / evaluación,Instrumented hold / dinamómetro específico,Crimp sin contacto del pulgar; usado en contracciones máximas rápidas para MVC y RFD.,No especificado en la fuente,3 ensayos por posición en test específico,Aproximadamente 3 s en test MVC/RFD,No especificado en la fuente,1 min entre ensayos,Máxima,No especificado en la fuente,No especificado en la fuente,No realizar test máximo,No para principiantes,Esfuerzo máximo rápido; no para principiantes,Dolor o técnica insegura,Alto,"open-crimp, MVC, RFD, test",Fanchini et al.,TIPOS DE AGARRE,https://docs.google.com/document/d/1bA6mtE2kxHjdyQCZvMYqFWSYfSsJZenpdwv0\_CsNfII/edit?usp=drivesdk,Pendiente limpieza,Sólo educativo / evaluación profesional,Requiere validación profesional,No especificado en la fuente
TA-C008,Combinaciones de dedos / equipos de 2 dedos,Concepto / tipo de agarre,Tipos de agarre,Bidedos / tridedos / monos,Trabajar agarres específicos por combinación de dedos,No especificado en la fuente,Avanzado / Elite,Muro / fingerboard / HIT strips,"Beastmaking menciona front three, back three y monos; Hörst incluye equipos de dos dedos en HIT.",No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Alta / Máxima,No especificado en la fuente,No especificado en la fuente,Cuatro dedos o agarres grandes,No especificado en la fuente,Monos y combinaciones reducidas concentran carga; requiere validación profesional,Dolor localizado o sobrecarga de un dedo,Alto,"bidedos, tridedos, monos, finger combinations",Hörst,TIPOS DE AGARRE,https://docs.google.com/document/d/1bA6mtE2kxHjdyQCZvMYqFWSYfSsJZenpdwv0\_CsNfII/edit?usp=drivesdk,Pendiente deduplicación,Sólo educativo / requiere validación profesional,Requiere validación profesional,No especificado en la fuente
HB-R001,Hangboard después del calentamiento y al inicio de sesiones complejas,Regla de programación,Hangboard / Fingerboard,Orden de sesión,Reducir fatiga técnica y riesgo de lesión de dedos,Intermedio / Avanzado,Usuarios autorizados para hangboard,Hangboard,Dead hangs primero tras calentar; luego descansar antes de escalar si aplica.,No aplica,No aplica,No especificado en la fuente,No especificado en la fuente,Descansar antes de escalar si aplica,No especificado en la fuente,Cada sesión de hangboard,No especificado en la fuente,Mover hangboard a otro día si hay fatiga o dolor,Hacer hangboard fatigado o sin calentamiento,Requiere calentamiento específico; no aplicar con dolor,"Dolor, fatiga alta, deterioro técnico",Alto,"regla, orden sesión, hangboard, calentamiento",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Motor,Sólo educativo / motor,Requiere validación profesional si hay dolor o lesión previa,Regla importada desde principios de programación
HB-R002,MaxHangs para fuerza; IntHangs/SubHangs para resistencia,Regla de programación,Hangboard / Fingerboard,Selección por objetivo,Separar objetivos de fuerza y resistencia,Intermedio / Avanzado,Usuarios con experiencia en hangboard,Hangboard,MaxHangs encaja mejor con días de fuerza; IntHangs/SubHangs con días de resistencia.,No aplica,No aplica,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Según objetivo,No especificado en la fuente,Elegir método según objetivo principal del día,No especificado en la fuente,Mezclar objetivos sin control,Separar objetivos de fuerza y resistencia,"Fatiga excesiva, pérdida de calidad, dolor",Medio,"regla, fuerza máxima, resistencia, IntHangs, MaxHangs",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Motor,Sólo educativo / motor,Requiere validación profesional si se individualiza carga,Regla importada desde principios de programación
HB-R003,Filtro conservador antes de recomendar hangboard,Regla de seguridad / programación,Hangboard / Fingerboard,Criterio de desbloqueo,Evitar uso prematuro del hangboard,General,Antes de iniciar hangboard,Hangboard 25 mm,"Antes de recomendar hangboard: más de 2 años entrenando/escalando de forma sistemática, 2–3 días/semana, repertorio técnico, +16 años, libre de lesión y fuerza mínima en 25 mm.",No aplica,No aplica,15 s en 25 mm como criterio de fuerza mínima,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Antes de desbloquear hangboard,Desbloquear hangboard si cumple criterios,Escalada técnica y fuerza general si no cumple criterios,Usar hangboard sin criterios mínimos,Bloquear o advertir si no cumple criterios. Requiere validación profesional,"Dolor, lesión, menor de 16 o en crecimiento, falta de técnica",Alto,"seguridad, filtro, hangboard, 25 mm, +16, 2 años",Eva López-Rivera,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Seguridad/Motor,Sólo educativo / motor,Requiere validación profesional,Regla crítica para Bill
HB-R004,"Fuerza máxima: alta intensidad, duración corta y margen antes del fallo",Regla de programación,Hangboard / Fingerboard,Fuerza máxima,Evitar lesión por fatiga o exceso de carga,Avanzado,Usuarios con experiencia en MaxHangs,Hangboard,"Para fuerza máxima, usar alta intensidad, duración corta y margen antes del fallo. Evitar fallo muscular directo en cada set.",No especificado en la fuente,No aplica,Duración corta,No especificado en la fuente,No especificado en la fuente,Alta / máxima,No especificado en la fuente,Aumentar carga sólo si se mantiene margen antes del fallo,Reducir carga o aumentar regleta,Ir al fallo en cada set,Evitar fallo muscular directo en cada set. Requiere validación profesional,"Dolor, pérdida de forma, fallo técnico",Alto,"MaxHangs, fuerza máxima, margen antes del fallo",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Motor,Sólo educativo / motor,Requiere validación profesional,Regla crítica para MaxHangs
HB-R005,Resistencia de fuerza: trabajo intermitente y descanso incompleto,Regla de programación,Hangboard / Fingerboard,Resistencia de fuerza,"Controlar volumen, intensidad y descanso",Avanzado,Usuarios autorizados para IntHangs,Hangboard,"Para resistencia de fuerza, usar trabajo intermitente y descanso incompleto, ajustando regleta para llegar a casi fallo al final.",No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Descanso incompleto,Alta,No especificado en la fuente,Ajustar regleta para casi fallo al final,"Mayor regleta, menos repeticiones o más descanso",Ignorar pérdida de forma por fatiga,Fatiga alta y pérdida de forma; requiere control de carga,"Dolor, fatiga alta, pérdida de forma",Alto,"IntHangs, resistencia, descanso incompleto, casi fallo",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Motor,Sólo educativo / motor,Requiere validación profesional,Regla para IntHangs/Repeaters
HB-R006,Autoregular carga set a set,Regla de programación,Hangboard / Fingerboard,Autoregulación,Ajustar carga según margen al fallo y calidad técnica,Intermedio / Avanzado,Usuarios autorizados para hangboard,Hangboard,Reducir carga si el margen al fallo se acorta; aumentarla si el margen es mayor de lo previsto.,No aplica,No aplica,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Según margen al fallo,Cada set,Aumentar carga si el margen es mayor de lo previsto,Reducir carga si el margen se acorta,Mantener carga pese a deterioro o dolor,Riesgo alto por sobrecarga; requiere control de carga,"Dolor, pérdida de forma, margen al fallo menor al previsto",Alto,"autoregulación, margen al fallo, carga, hangboard",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Motor,Sólo educativo / motor,Requiere validación profesional si se individualiza carga,Regla útil para motor de sesión
HB-R007,Limitar fingerboard/campus de alta intensidad en principiantes e intermedios,Regla de seguridad,Hangboard / Fingerboard,Bloqueo por nivel,Reducir alto estrés en flexores de dedos,Principiante / Intermedio,Perfiles de bajo nivel,Fingerboard / campus,El fingerboard/campus de alta intensidad debe limitarse en principiantes e intermedios. Bloquear o advertir en perfiles de bajo nivel.,No aplica,No aplica,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Alta intensidad,No especificado en la fuente,Desbloquear progresivamente con criterios conservadores,"Técnica, fuerza general, escalada submáxima",Recomendar fingerboard/campus intenso a bajo nivel,Alto estrés en flexores de dedos. Requiere validación profesional,"Dolor, fatiga alta, bajo nivel, lesión previa",Alto,"seguridad, principiantes, fingerboard, campus, bloqueo",Saeterbakken et al. 2024,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Seguridad,Sólo educativo / motor,Requiere validación profesional,Regla crítica para filtros de app
HB-R008,No programar dedos máximos en días consecutivos,Regla de programación,Hangboard / Fingerboard,Recuperación,Evitar sobreentrenamiento y lesión,General,Usuarios que entrenan dedos,Hangboard / fingerboard,La recuperación es parte esencial de la adaptación. No programar dedos máximos en días consecutivos.,No aplica,No aplica,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Máxima,No especificado en la fuente,Separar sesiones máximas de dedos,"Descanso, técnica suave o movilidad",Dedos máximos en días consecutivos,Sobreentrenamiento / lesión,"Dolor, fatiga alta, bajo rendimiento repetido",Alto,"recuperación, dedos máximos, programación",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Motor,Sólo educativo / motor,Requiere validación profesional si hay dolor o lesión previa,Regla de recuperación
HB-R009,Priorizar técnica en primeros años,Regla de programación,Hangboard / Fingerboard,Principiantes / técnica,Evitar estancamiento técnico y riesgo innecesario,Principiante,Primeros años de escalada,Muro / técnica,"Si el objetivo es técnica temprana, el hangboard puede restar tiempo a ganancias técnicas necesarias. Priorizar escalada técnica en primeros años.",No aplica,No aplica,No aplica,No aplica,No aplica,Baja / técnica,No especificado en la fuente,Progresar primero con técnica y escalada,"Escalada técnica, movilidad y fuerza general",Usar hangboard prematuramente,Estancamiento técnico y riesgo innecesario,"Dolor, falta de técnica base, fatiga",Medio,"principiante, técnica, priorización, hangboard",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Motor,Sólo educativo / motor,No especificado en la fuente,Regla para evitar uso prematuro de hangboard
HB-S001,Bloqueo de dead hangs generales en principiantes,Regla de seguridad,Hangboard / Fingerboard,Bloqueo por nivel,"Evitar carga intensa prematura en dedos, tendones y poleas",Principiante / menos de 2 años de práctica sistemática,Usuarios sin adaptación de tejidos y experiencia,Hangboard,Bloquear dead hangs generales si el usuario es principiante o tiene menos de 2 años de práctica sistemática.,No aplica,No aplica,No aplica,No aplica,No aplica,Alta,No aplica,Desbloquear sólo tras criterios mínimos,"Técnica, escalada submáxima, fuerza general",Recomendar dead hangs prematuramente,"Este ejercicio carga intensamente dedos, tendones y poleas. Bill recomienda no usarlo todavía.","Dolor, bajo nivel, historial de lesión",Alto,"seguridad, bloqueo, dead hangs, principiante",Eva López-Rivera,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Seguridad,Sólo educativo / motor,Requiere validación profesional,Mensaje app incluido en descripción de seguridad
HB-S002,Bloqueo de MaxHangs,Regla de seguridad,Hangboard / Fingerboard,Bloqueo por perfil y dolor,Evitar carga máxima en dedos sin preparación,Principiante / intermedio bajo / dolor,Usuarios con dolor de dedos o historial de polea,"Hangboard, regleta, lastre","Bloquear MaxHangs si el usuario es principiante, intermedio bajo, tiene dolor de dedos o historial de polea.",No aplica,No aplica,No aplica,No aplica,No aplica,Máxima / alta tensión,No aplica,"Desbloquear sólo con experiencia, ausencia de dolor y criterios mínimos","Técnica, fuerza general, hangboard asistido si está autorizado",Usar MaxHangs sin experiencia o con dolor,Bloque de fuerza máxima de dedos: requiere experiencia y supervisión.,"Dolor, historial de polea, fatiga alta, bajo nivel",Alto,"seguridad, MaxHangs, bloqueo, dedos, poleas",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Seguridad,Sólo educativo / motor,Requiere validación profesional,Mensaje app incluido
HB-S003,Bloqueo/adaptación de IntHangs / Repeaters,Regla de seguridad,Hangboard / Fingerboard,Fatiga y dolor,Evitar fatiga acumulada y pérdida de forma,Todos,"Usuarios con fatiga alta, dolor o falta de calentamiento",Hangboard,"Bloquear o adaptar IntHangs/Repeaters si hay fatiga alta, dolor o falta de calentamiento.",No aplica,No aplica,No aplica,No aplica,No aplica,Alta,No aplica,Reducir intensidad si se mantiene forma,"Movilidad, técnica suave, escalada fácil",Continuar cuando se pierde forma,Detén la serie si pierdes forma o aparece dolor.,"Dolor, pérdida de forma, fatiga alta",Alto,"seguridad, repeaters, IntHangs, fatiga",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Seguridad,Sólo educativo / motor,Requiere validación profesional si hay dolor o lesión previa,Mensaje app incluido
HB-S004,Bloqueo de regletas pequeñas 11–15 mm,Regla de seguridad,Hangboard / Fingerboard,Regletas pequeñas,Evitar alta carga específica en dedos,Principiante / dolor / historial de lesión,Usuarios no validados para regletas pequeñas,Hangboard 11–15 mm,"Bloquear regletas pequeñas 11–15 mm si el usuario es principiante, tiene dolor o historial de lesión.",No aplica,No aplica,No aplica,No aplica,No aplica,Alta,No aplica,Desbloquear sólo con perfil validado,"Regleta mayor, menos peso, asistencia",Usar regletas pequeñas sin perfil validado,Las regletas pequeñas aumentan el riesgo. Usa sólo si tu perfil está validado.,"Dolor, historial de lesión, bajo nivel",Alto,"seguridad, regletas pequeñas, 11 mm, 15 mm",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Seguridad,Sólo educativo / motor,Requiere validación profesional,Mensaje app incluido
HB-S005,Bloqueo de tests máximos con dolor o lesión reciente,Regla de seguridad,Hangboard / Fingerboard,Tests máximos,Evitar pruebas hasta fallo o carga máxima en presencia de dolor,Todos,Usuarios con dolor actual o lesión reciente,"Hangboard, lastre, regletas",No realizar tests máximos si hay dolor actual o lesión reciente.,No aplica,No aplica,No aplica,No aplica,No aplica,Máxima,Test puntual,Realizar sólo en estado recuperado y con perfil autorizado,"Evaluación submáxima, técnica suave, descanso",Test máximo con dolor o fatiga alta,No realices tests máximos con dolor o fatiga alta.,"Dolor, fatiga alta, lesión reciente",Alto,"seguridad, test máximo, dolor, lesión",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Seguridad,Sólo educativo / motor,Requiere validación profesional,Mensaje app incluido
HB-S006,Bloqueo en menores de edad / crecimiento,Regla de seguridad,Hangboard / Fingerboard,Edad / crecimiento,Evitar riesgo de lesión epifisaria señalado por la fuente,Menor de 16 o en estirón adolescente,Menores o deportistas en crecimiento,"Hangboard, regletas, carga de dedos",No recomendado durante etapas de crecimiento sin supervisión profesional.,No aplica,No aplica,No aplica,No aplica,No aplica,Alta,No aplica,Desbloquear sólo con supervisión profesional,"Técnica, movilidad, fuerza general adaptada",Cargar dedos en crecimiento sin supervisión,No recomendado durante etapas de crecimiento sin supervisión profesional.,"Dolor, menor de 16, crecimiento acelerado",Alto,"seguridad, menores, crecimiento, epífisis",Eva López-Rivera,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Seguridad,Sólo educativo / motor,Requiere validación profesional,Mensaje app incluido
HB-S007,Reacondicionamiento post-lesión no autoguiado,Regla de seguridad,Hangboard / Fingerboard,Retorno post-lesión,Evitar progresiones post-lesión sin fisioterapeuta,Todos,Usuarios con lesión reciente de dedos/codo/muñeca/hombro,Hangboard / fingerboard,Las progresiones post-lesión no deben ser autoguiadas.,No aplica,No aplica,No aplica,No aplica,No aplica,No especificado en la fuente,No aplica,Regresar sólo con validación profesional,Rehabilitación supervisada / técnica sin dolor,Autoguiar progresiones post-lesión,Las progresiones post-lesión no deben ser autoguiadas.,"Lesión reciente, dolor persistente, inflamación",Alto,"seguridad, post-lesión, retorno, fisioterapeuta",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Seguridad,Sólo educativo / motor,Requiere validación profesional,Mensaje app incluido
HB-C001,Discrepancia: mejor método para resistencia,Contradicción / síntesis,Hangboard / Fingerboard,Resistencia de fuerza,Definir recomendación conservadora para objetivo resistencia,Avanzado,Usuarios con objetivo resistencia,Hangboard,"López 2019: IntHangs tuvo mayor mejora de resistencia que MaxHangs en 8 semanas; también reporta mejora con MaxHangs. No es contradicción directa; ambos pueden mejorar, IntHangs parece más específico para resistencia en esa muestra.",No aplica,No aplica,No aplica,No aplica,No aplica,No especificado en la fuente,No aplica,"Usar IntHangs para objetivo resistencia, MaxHangs para fuerza máxima",No especificado en la fuente,Usar un método indistintamente para cualquier objetivo,Requiere validación profesional para individualizar,No aplica,Medio,"contradicción, resistencia, IntHangs, MaxHangs",López-Rivera & González-Badillo 2019,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente limpieza,Sólo educativo / motor,Requiere validación profesional,Mover a Duplicados/contradicciones o Motor después
HB-C002,Discrepancia: descansos en repeaters,Contradicción / síntesis,Hangboard / Fingerboard,Repeaters,Evitar mezclar protocolos de fuentes distintas,Intermedio / Avanzado,Usuarios de repeaters,Hangboard,López 2019: 5 s entre reps y 1 min entre sets. Beastmaking resumen: 7:3 y 5 min entre sets. Son diferentes modelos de repeaters.,No aplica,No aplica,No aplica,No aplica,No aplica,No especificado en la fuente,No aplica,"En app, separar protocolos por fuente y no mezclarlos",No especificado en la fuente,Combinar descansos de fuentes distintas sin validación,Requiere validación profesional para modificar dosis,No aplica,Medio,"contradicción, repeaters, descanso, 7:3",López 2019,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente limpieza,Sólo educativo / motor,Requiere validación profesional,Mantener protocolos separados
HB-C003,Discrepancia: edad / nivel de inicio,Contradicción / síntesis,Hangboard / Fingerboard,Criterio de inicio,Aplicar criterio conservador para desbloqueo,Principiante / Intermedio,Usuarios candidatos a hangboard,Hangboard 25 mm,López 2021 exige criterios claros. Otras fuentes describen protocolos en avanzados sin crear filtro universal. Falta criterio homogéneo.,No aplica,No aplica,15 s en 25 mm como criterio dentro de la fuente,No aplica,No aplica,No especificado en la fuente,No aplica,"Aplicar criterio más conservador: +2 años sistemáticos, +16, sin lesión, test 25 mm",Técnica y escalada submáxima,Desbloquear hangboard por una sola fuente sin filtro,Requiere validación profesional,"Dolor, menor de 16, crecimiento, no cumplir criterios",Alto,"contradicción, criterio inicio, +16, 25 mm",López 2021; otras fuentes hangboard,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente migrar a Seguridad/Motor,Sólo educativo / motor,Requiere validación profesional,Criterio conservador para app
ADN-001,Escalada técnica frecuente principiantes,Ejercicio / método,Adaptación por nivel,Técnica base,"Mejorar habilidad, repertorio y economía de movimiento",Principiante,General,Muro,"Escalar 2-4 días/semana, observar e imitar a escaladores expertos, variar entre rocódromo, boulder y roca según disponibilidad",No especificado en la fuente,No especificado en la fuente,Sesiones de duración variable,No aplica,No especificado en la fuente,Baja a Media,2-4 días/semana,Aumentar variedad y dificultad gradualmente,Menos volumen y vías más fáciles,Priorizar fuerza sobre técnica; saltar a ejercicios específicos,Supervisión técnica recomendada en primeros años,"Dolor, miedo no gestionado, fatiga alta",Medio,"técnica, principiante, muro, aprendizaje",Hörst (Cómo entrenar y escalar mejor),No aplica,https://docs.google.com/document/d/1NcfXz986RRsEfjSnT9sJS9\_SZn-JhcjWts9wSeNjuKc/edit,Pendiente limpieza,Sí,No requiere salvo lesión o dolor,Eje del programa principiante. Fuente antigua: validar con literatura moderna
ADN-002,Acondicionamiento general para principiantes,Método,Adaptación por nivel,Base física,"Construir base muscular, tendinosa y aeróbica antes de específico",Principiante,Salud general,Sin equipo / Pesas / Suelo,"Circuito general tren superior + inferior, actividad aeróbica y flexibilidad. Buscar base sólida antes de ejercicios específicos",No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No aplica,No especificado en la fuente,Media,"Variable, complementaria a escalada",Pasar gradualmente a ejercicios específicos,Reducir volumen y dificultad,Saltar directo a dedos/dominadas; ignorar base general,Progresión gradual; evitar especificidad temprana,"Dolor articular, fatiga alta",Medio,"base, principiante, prevención, general",Hörst (Cómo entrenar y escalar mejor),No aplica,https://docs.google.com/document/d/1NcfXz986RRsEfjSnT9sJS9\_SZn-JhcjWts9wSeNjuKc/edit,Pendiente limpieza,Sí,No requiere salvo lesión previa,Fase base antes de cualquier especificidad
